15.03.2023 14:47:59: SourceFile=Hata, TargetFile=Mesajı, Status=False, Hata Mesajı = Girilen Dosya Yolu Bulunamadı..
4.04.2023 11:24:11: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılmama düzeyi seçildi 2
4.04.2023 11:24:14: SourceFile=C:\Users\Furkan\Desktop\development\work\haberler.com, TargetFile=E:\a\furky\haberler.com, Status=False, Hata Mesajı = klasik işlem başarısız. Hata : 'C:\Users\Furkan\Desktop\development\work\haberler.com' yoluna erişim reddedildi.
4.04.2023 11:24:20: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:24:20: SourceFile=work.zip, TargetFile=C:\Users\Furkan\Desktop\development\work, Status=True, Mesaj = Ana Dizine Ait Dosya Yok.
4.04.2023 11:24:52: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılmama düzeyi seçildi 2
4.04.2023 11:41:51: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:41:51: SourceFile=work.zip, TargetFile=C:\Users\Furkan\Desktop\development\work, Status=True, Mesaj = Ana Dizine Ait Dosya Yok.
4.04.2023 11:41:58: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılmama düzeyi seçildi 2
4.04.2023 11:43:56: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:43:56: SourceFile=missingnews.zip, TargetFile=E:\a\furkyy\missingnews.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
4.04.2023 11:43:56: SourceFile=missingnews.zip, TargetFile=C:\Users\Furkan\Desktop\development\work\missingnews, Status=True, Mesaj = Ana Dizine Ait Dosyalar Ziplendi.
4.04.2023 11:43:59: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılmama düzeyi seçildi 2
4.04.2023 11:45:02: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:45:02: SourceFile=missingnews.zip, TargetFile=C:\Users\Furkan\Desktop\development\work\missingnews, Status=True, Mesaj = Ana Dizine Ait Dosya Yok.
4.04.2023 11:45:02: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılmama düzeyi seçildi 2
4.04.2023 11:47:14: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:47:15: SourceFile=work.zip, TargetFile=C:\Users\Furkan\Desktop\development\work, Status=True, Mesaj = Ana Dizine Ait Dosya Yok.
4.04.2023 11:47:15: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılmama düzeyi seçildi 2
4.04.2023 11:49:22: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:49:22: SourceFile=work.zip, TargetFile=C:\Users\Furkan\Desktop\development\work, Status=True, Mesaj = Ana Dizine Ait Dosya Yok.
4.04.2023 11:49:22: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılmama düzeyi seçildi 2
4.04.2023 11:49:24: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:49:24: SourceFile=work.zip, TargetFile=C:\Users\Furkan\Desktop\development\work, Status=True, Mesaj = Ana Dizine Ait Dosya Yok.
4.04.2023 11:49:24: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılmama düzeyi seçildi 2
4.04.2023 11:51:03: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:51:03: SourceFile=work.zip, TargetFile=C:\Users\Furkan\Desktop\development\work, Status=True, Mesaj = Ana Dizine Ait Dosya Yok.
4.04.2023 11:51:03: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılmama düzeyi seçildi 2
4.04.2023 11:51:17: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:51:17: SourceFile=work.zip, TargetFile=C:\Users\Furkan\Desktop\development\work, Status=True, Mesaj = Ana Dizine Ait Dosya Yok.
4.04.2023 11:51:17: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılmama düzeyi seçildi 2
4.04.2023 11:51:35: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:51:35: SourceFile=work.zip, TargetFile=C:\Users\Furkan\Desktop\development\work, Status=True, Mesaj = Ana Dizine Ait Dosya Yok.
4.04.2023 11:51:35: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılmama düzeyi seçildi 2
4.04.2023 11:52:18: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:52:25: SourceFile=b.zip, TargetFile=E:\a\b.zip, Status=True, Mesaj = klasik işlem ve Dosya taşıma işlemi başarılı oldu.
4.04.2023 11:52:25: SourceFile=b.zip, TargetFile=C:\b, Status=True, Mesaj = Ana Dizine Ait Dosyalar Ziplendi.
4.04.2023 11:52:25: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılmama düzeyi seçildi 2
4.04.2023 11:53:32: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:53:32: SourceFile=b.zip, TargetFile=C:\b, Status=True, Mesaj = Ana Dizine Ait Dosya Yok.
4.04.2023 11:53:32: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılmama düzeyi seçildi 2
4.04.2023 11:53:41: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:53:41: SourceFile=b.zip, TargetFile=C:\b, Status=True, Mesaj = Ana Dizine Ait Dosya Yok.
4.04.2023 11:53:41: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılmama düzeyi seçildi 2
4.04.2023 11:53:55: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:53:55: SourceFile=b.zip, TargetFile=C:\b, Status=True, Mesaj = Ana Dizine Ait Dosya Yok.
4.04.2023 11:53:55: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılma düzeyi seçildi 0
4.04.2023 11:53:55: SourceFile=C:\b\Bidding.zip, TargetFile=E:\a\Bidding-20230404115355.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
4.04.2023 11:53:56: SourceFile=C:\b\FileManagement.zip, TargetFile=E:\a\FileManagement-20230404115356.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
4.04.2023 11:53:56: SourceFile=C:\b\forms.zip, TargetFile=E:\a\forms-20230404115356.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
4.04.2023 11:54:02: SourceFile=C:\b\PdfWriter.zip, TargetFile=E:\a\PdfWriter-20230404115402.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
4.04.2023 11:54:03: SourceFile=C:\b\to-do.zip, TargetFile=E:\a\to-do-20230404115403.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
4.04.2023 11:54:03: SourceFile=C:\b\Trendyol.zip, TargetFile=E:\a\Trendyol-20230404115403.zip, Status=True, Mesaj = yeniden adlandırma ve Dosya taşıma işlemi başarılı oldu.
4.04.2023 11:54:10: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:54:10: SourceFile=b.zip, TargetFile=C:\b, Status=True, Mesaj = Ana Dizine Ait Dosya Yok.
4.04.2023 11:54:10: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılmama düzeyi seçildi 2
4.04.2023 11:54:26: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = İşlem Başlatılıyor...
4.04.2023 11:54:26: SourceFile=b.zip, TargetFile=C:\b, Status=True, Mesaj = Ana Dizine Ait Dosya Yok.
4.04.2023 11:54:26: SourceFile=Bilgilendirme, TargetFile=Mesajı, Status=True, Mesaj = sıkıştırılmama düzeyi seçildi 2
